user_id,country,monthly_income,monthly_expenses,savings,risk_level,goal
4673,Nigeria,60,30,73,medium,invest in farming
4674,Kenya,100,57,51,high,invest in farming
4675,Uganda,81,56,62,high,save for emergencies
4676,Nigeria,260,223,42,medium,educate children
4677,Uganda,97,84,47,medium,buy land
4678,Nigeria,215,163,60,high,save for emergencies
4679,South Africa,42,24,19,low,invest in farming
4680,South Africa,87,78,16,medium,invest in farming
4681,Ghana,222,187,84,high,educate children
4682,Kenya,61,31,72,high,start a small business
4683,Kenya,76,51,72,low,start a small business
4684,South Africa,92,64,54,high,educate children
4685,Nigeria,130,101,71,low,start a small business
4686,Ghana,121,111,33,medium,save for emergencies
4687,South Africa,57,31,43,high,educate children
4688,Nigeria,225,189,74,medium,invest in farming
4689,Nigeria,119,66,76,high,start a small business
4690,Kenya,237,201,50,low,educate children
4691,Kenya,292,162,151,high,start a small business
4692,Kenya,243,184,70,low,save for emergencies
4693,South Africa,239,174,110,medium,invest in farming
4694,Kenya,285,220,101,medium,save for emergencies
4695,Nigeria,45,26,20,low,buy land
4696,Nigeria,273,227,86,low,save for emergencies
4697,Ghana,211,131,110,medium,educate children
4698,Nigeria,198,134,110,medium,start a small business
4699,South Africa,72,36,85,medium,start a small business
4700,South Africa,250,125,132,medium,educate children
4701,Ghana,173,113,81,medium,save for emergencies
4702,Uganda,70,46,42,high,save for emergencies
4703,Kenya,207,161,50,low,invest in farming
4704,Uganda,196,171,71,medium,invest in farming
4705,Uganda,278,145,169,high,start a small business
4706,Kenya,140,121,33,low,save for emergencies
4707,Nigeria,263,154,134,high,start a small business
4708,South Africa,247,232,40,high,save for emergencies
4709,Nigeria,39,35,17,low,start a small business
4710,Nigeria,287,254,45,medium,buy land
4711,Uganda,56,36,26,low,start a small business
4712,Ghana,205,175,38,low,educate children
4713,Uganda,115,79,42,low,invest in farming
4714,South Africa,269,206,89,medium,buy land
4715,Nigeria,110,74,42,medium,educate children
4716,Ghana,72,43,35,high,save for emergencies
4717,Kenya,121,78,62,medium,buy land
4718,Uganda,164,151,37,high,save for emergencies
4719,Ghana,88,56,70,high,save for emergencies
4720,Nigeria,270,215,102,high,buy land
4721,Kenya,127,70,105,medium,educate children
4722,Ghana,175,146,70,high,start a small business
4723,Kenya,287,233,67,low,save for emergencies
4724,Ghana,132,118,25,medium,buy land
4725,Ghana,253,217,63,medium,buy land
4726,Uganda,246,126,145,high,educate children
4727,Ghana,65,49,18,low,invest in farming
4728,Ghana,286,159,133,medium,invest in farming
4729,Nigeria,77,42,53,high,educate children
4730,Kenya,191,143,63,high,educate children
4731,Kenya,259,242,66,medium,educate children
4732,Ghana,85,55,43,medium,buy land
4733,Nigeria,235,141,129,high,start a small business
4734,Kenya,268,212,87,high,educate children
4735,Ghana,111,68,43,medium,invest in farming
4736,Ghana,135,127,27,medium,invest in farming
4737,Kenya,103,60,66,medium,invest in farming
4738,Nigeria,69,34,67,low,educate children
4739,Nigeria,100,58,57,low,buy land
4740,Kenya,298,276,45,low,start a small business
4741,Uganda,168,135,49,medium,save for emergencies
4742,Nigeria,194,109,111,low,save for emergencies
4743,Uganda,293,201,120,medium,buy land
4744,Nigeria,133,84,54,high,invest in farming
4745,Nigeria,198,119,100,low,start a small business
4746,Uganda,71,66,14,low,educate children
4747,Uganda,273,164,124,high,save for emergencies
4748,Uganda,267,151,136,high,start a small business
4749,South Africa,242,173,109,high,educate children
4750,Uganda,133,110,71,low,buy land
4751,South Africa,176,158,34,low,invest in farming
4752,Nigeria,222,147,80,low,buy land
4753,Kenya,183,92,122,high,buy land
4754,Nigeria,278,250,32,low,buy land
4755,Kenya,233,214,48,high,save for emergencies
4756,Uganda,205,107,112,medium,save for emergencies
4757,Uganda,172,146,41,low,buy land
4758,South Africa,49,36,56,low,start a small business
4759,Nigeria,75,67,41,high,start a small business
4760,Ghana,93,74,21,low,save for emergencies
4761,Uganda,38,29,19,low,start a small business
4762,Ghana,203,173,49,low,start a small business
4763,Uganda,88,64,33,medium,start a small business
4764,Ghana,186,155,39,medium,buy land
4765,South Africa,90,49,80,high,start a small business
4766,South Africa,232,116,157,low,start a small business
4767,Ghana,151,136,53,medium,educate children
4768,Ghana,290,257,54,high,invest in farming
4769,Nigeria,99,80,66,low,start a small business
4770,Kenya,40,29,57,high,educate children
4771,Uganda,196,128,79,low,educate children
4772,Nigeria,272,243,44,high,invest in farming
4773,South Africa,223,162,65,medium,save for emergencies
4774,Kenya,192,117,111,high,start a small business
4775,Ghana,232,211,55,low,invest in farming
4776,Kenya,252,234,25,high,buy land
4777,Uganda,221,129,133,medium,educate children
4778,Uganda,33,17,19,high,invest in farming
4779,South Africa,49,32,32,low,buy land
4780,Kenya,183,115,71,medium,buy land
4781,Uganda,198,157,85,medium,buy land
4782,Uganda,70,40,48,high,buy land
4783,Ghana,299,275,44,high,invest in farming
4784,Ghana,32,20,61,low,educate children
4785,Kenya,45,35,18,low,save for emergencies
4786,Kenya,268,140,141,medium,save for emergencies
4787,South Africa,163,95,75,medium,buy land
4788,Ghana,158,147,40,medium,buy land
4789,Nigeria,243,140,118,low,start a small business
4790,Nigeria,292,195,146,low,educate children
4791,South Africa,299,179,169,low,save for emergencies
4792,Nigeria,218,149,82,low,start a small business
4793,South Africa,261,134,155,high,educate children
4794,Uganda,232,120,160,low,educate children
4795,Uganda,65,46,37,high,save for emergencies
4796,South Africa,191,150,57,low,educate children
4797,South Africa,233,204,45,high,educate children
4798,Kenya,231,206,42,low,save for emergencies
4799,Kenya,107,68,88,high,start a small business
4800,South Africa,87,60,42,medium,buy land
4801,Nigeria,164,91,77,high,buy land
4802,South Africa,112,100,55,medium,invest in farming
4803,Uganda,161,97,92,high,invest in farming
4804,Uganda,177,131,64,medium,buy land
4805,South Africa,149,139,22,medium,invest in farming
4806,Uganda,218,138,113,medium,buy land
4807,Nigeria,187,143,67,low,start a small business
4808,Kenya,265,164,141,low,educate children
4809,Ghana,270,208,79,high,educate children
4810,Ghana,100,68,55,high,invest in farming
4811,Ghana,108,94,55,high,buy land
4812,Kenya,209,107,139,low,educate children
4813,Nigeria,289,148,181,medium,start a small business
4814,Nigeria,137,90,86,medium,save for emergencies
4815,Nigeria,146,133,23,low,buy land
4816,Nigeria,42,34,15,high,save for emergencies
4817,Ghana,144,115,72,high,buy land
4818,Uganda,39,25,63,low,buy land
4819,Nigeria,171,99,87,low,educate children
4820,South Africa,31,28,32,medium,start a small business
4821,South Africa,111,85,69,low,buy land
4822,South Africa,177,136,90,medium,educate children
4823,Uganda,64,54,51,medium,invest in farming
4824,Uganda,126,100,60,medium,start a small business
4825,Kenya,129,83,48,low,educate children
4826,Kenya,37,25,43,medium,educate children
4827,Nigeria,122,67,56,medium,invest in farming
4828,Nigeria,249,235,55,high,buy land
4829,Uganda,65,44,62,medium,start a small business
4830,Nigeria,38,29,31,medium,buy land
4831,Uganda,206,104,104,low,invest in farming
4832,Nigeria,40,37,37,high,buy land
4833,Nigeria,151,89,104,low,invest in farming
4834,South Africa,60,54,25,low,start a small business
4835,South Africa,121,84,47,low,start a small business
4836,Uganda,158,137,25,medium,educate children
4837,Kenya,71,48,56,low,invest in farming
4838,Nigeria,257,193,81,high,save for emergencies
4839,Uganda,272,140,151,high,educate children
4840,Kenya,156,139,46,medium,start a small business
4841,Uganda,215,156,96,low,start a small business
4842,Kenya,212,133,88,low,save for emergencies
4843,South Africa,276,218,79,medium,save for emergencies
4844,Kenya,125,117,53,high,start a small business
4845,Ghana,166,103,74,low,buy land
4846,Uganda,90,74,46,high,save for emergencies
4847,Uganda,213,109,134,high,educate children
4848,Ghana,184,149,59,low,save for emergencies
4849,Nigeria,98,54,48,low,save for emergencies
4850,Kenya,144,98,53,high,buy land
4851,Nigeria,294,161,168,low,buy land
4852,Kenya,278,243,41,medium,buy land
4853,South Africa,253,197,102,high,educate children
4854,Uganda,194,179,53,low,start a small business
4855,Kenya,163,137,53,high,educate children
4856,South Africa,156,140,46,high,educate children
4857,Nigeria,39,29,32,low,start a small business
4858,Ghana,96,50,63,high,start a small business
4859,South Africa,182,110,100,high,start a small business
4860,Ghana,207,181,64,high,invest in farming
4861,Ghana,295,175,151,low,start a small business
4862,Ghana,295,159,182,high,save for emergencies
4863,Kenya,180,139,63,high,save for emergencies
4864,Nigeria,161,146,35,high,buy land
4865,South Africa,82,42,43,medium,educate children
4866,Nigeria,222,189,65,low,buy land
4867,Nigeria,227,119,126,low,start a small business
4868,Kenya,201,162,39,medium,invest in farming
4869,South Africa,240,145,138,medium,save for emergencies
4870,Ghana,41,32,36,high,save for emergencies
4871,Kenya,201,183,61,medium,buy land
4872,Nigeria,195,155,81,medium,buy land
4873,Uganda,81,73,46,medium,buy land
4874,Uganda,70,59,54,medium,save for emergencies
4875,Kenya,194,161,47,medium,educate children
4876,Uganda,189,101,120,low,start a small business
4877,Ghana,47,35,40,high,save for emergencies
4878,South Africa,62,35,44,medium,buy land
4879,Nigeria,193,118,114,medium,buy land
4880,South Africa,34,18,39,medium,start a small business
4881,South Africa,174,157,33,high,start a small business
4882,Nigeria,259,150,123,high,buy land
4883,Kenya,44,39,54,high,save for emergencies
4884,Nigeria,182,143,59,high,save for emergencies
4885,Ghana,248,155,113,high,invest in farming
4886,Uganda,112,57,80,high,educate children
4887,Uganda,255,140,129,medium,educate children
4888,Nigeria,294,223,97,medium,buy land
4889,Nigeria,236,163,81,medium,invest in farming
4890,Ghana,275,172,142,high,start a small business
4891,Uganda,288,162,153,medium,save for emergencies
4892,Ghana,52,33,67,low,save for emergencies
4893,Uganda,233,129,149,high,invest in farming
4894,Uganda,172,152,34,high,educate children
4895,South Africa,139,76,67,medium,save for emergencies
4896,Kenya,219,159,63,medium,invest in farming
4897,Nigeria,235,132,122,medium,save for emergencies
4898,Ghana,35,23,42,medium,save for emergencies
4899,Nigeria,35,19,30,low,buy land
4900,South Africa,186,159,37,medium,educate children
4901,South Africa,169,140,72,low,buy land
4902,Nigeria,42,32,41,high,start a small business
4903,South Africa,138,105,68,low,invest in farming
4904,Uganda,178,164,34,medium,start a small business
4905,Nigeria,89,64,67,high,start a small business
4906,Ghana,274,142,140,medium,buy land
4907,Kenya,105,65,45,high,buy land
4908,Uganda,94,68,59,medium,educate children
4909,Uganda,85,52,35,low,educate children
4910,South Africa,219,114,110,medium,start a small business
4911,South Africa,220,129,111,medium,start a small business
4912,Kenya,287,232,86,high,save for emergencies
4913,Ghana,39,24,37,medium,educate children
4914,Nigeria,142,100,55,high,save for emergencies
4915,Nigeria,84,73,59,medium,educate children
4916,Kenya,63,39,67,medium,start a small business
4917,Nigeria,51,31,60,medium,educate children
4918,South Africa,178,104,93,low,invest in farming
4919,Nigeria,201,146,104,low,invest in farming
4920,South Africa,236,186,60,high,invest in farming
4921,Ghana,271,179,95,low,start a small business
4922,Ghana,193,143,72,low,save for emergencies
4923,Kenya,139,112,29,low,buy land
4924,Nigeria,231,154,114,high,invest in farming
4925,Kenya,115,70,61,low,educate children
4926,South Africa,242,171,118,medium,buy land
4927,Kenya,94,70,35,high,save for emergencies
4928,Kenya,39,32,48,high,buy land
4929,Ghana,273,230,53,low,invest in farming
4930,Uganda,147,88,67,medium,invest in farming
4931,Uganda,268,211,75,medium,educate children
4932,Ghana,275,226,56,low,invest in farming
4933,Kenya,181,97,102,low,save for emergencies
4934,Nigeria,187,150,58,medium,start a small business
4935,Nigeria,84,50,77,high,start a small business
4936,Ghana,161,116,52,high,buy land
4937,Ghana,227,159,103,low,invest in farming
4938,Kenya,274,211,67,high,buy land
4939,Ghana,207,126,127,high,buy land
4940,Nigeria,290,174,116,low,buy land
4941,Nigeria,115,74,86,medium,educate children
4942,Kenya,98,79,24,low,buy land
4943,Ghana,120,84,64,low,educate children
4944,Ghana,45,33,31,medium,start a small business
4945,Kenya,191,147,66,high,educate children
4946,Uganda,142,87,102,high,save for emergencies
4947,Uganda,178,138,79,medium,start a small business
4948,Nigeria,252,128,140,medium,buy land
4949,Nigeria,218,158,85,medium,educate children
4950,Ghana,291,199,136,high,invest in farming
4951,South Africa,229,132,134,high,invest in farming
4952,Uganda,180,121,68,low,invest in farming
4953,Nigeria,120,108,12,low,buy land
4954,South Africa,260,158,146,high,save for emergencies
4955,Nigeria,224,162,108,high,save for emergencies
4956,Kenya,296,229,101,high,start a small business
4957,Nigeria,291,211,84,low,start a small business
4958,Uganda,166,110,74,medium,save for emergencies
4959,Uganda,234,154,122,low,buy land
4960,South Africa,146,93,79,low,buy land
4961,Ghana,219,154,70,medium,start a small business
4962,Kenya,195,145,60,low,buy land
4963,Ghana,262,247,31,medium,save for emergencies
4964,Kenya,277,176,107,medium,buy land
4965,Kenya,187,113,74,high,save for emergencies
4966,Nigeria,246,154,99,medium,educate children
4967,South Africa,98,78,27,low,save for emergencies
4968,Kenya,65,54,54,low,buy land
4969,Kenya,184,168,29,low,start a small business
4970,Ghana,130,118,59,low,buy land
4971,Kenya,59,35,70,medium,save for emergencies
4972,Ghana,42,36,49,low,invest in farming
4973,Nigeria,276,256,46,medium,save for emergencies
4974,Kenya,74,51,50,low,invest in farming
4975,South Africa,36,31,54,low,buy land
4976,South Africa,139,118,66,high,educate children
4977,Kenya,125,99,65,medium,buy land
4978,Nigeria,183,148,73,low,invest in farming
4979,Nigeria,79,53,47,low,start a small business
4980,Uganda,179,141,58,medium,start a small business
4981,South Africa,95,86,51,medium,save for emergencies
4982,Nigeria,180,166,54,low,start a small business
4983,Ghana,166,89,117,medium,buy land
4984,Nigeria,83,41,43,low,save for emergencies
4985,Kenya,161,111,85,low,start a small business
4986,Ghana,272,199,86,low,save for emergencies
4987,Uganda,177,136,48,medium,start a small business
4988,Kenya,220,155,85,high,educate children
4989,South Africa,116,89,34,low,invest in farming
4990,Nigeria,252,226,41,high,save for emergencies
4991,Ghana,135,93,81,low,invest in farming
4992,Uganda,175,121,102,low,educate children
4993,South Africa,82,67,31,medium,educate children
4994,South Africa,133,67,114,high,invest in farming
4995,Ghana,271,165,142,high,save for emergencies
4996,South Africa,262,228,67,high,buy land
4997,Nigeria,272,190,84,low,buy land
4998,South Africa,46,36,23,high,start a small business
4999,Nigeria,195,131,64,high,educate children
5000,Ghana,141,98,46,medium,educate children
